7.699485868215560913e-02,5.674070715904235840e-01,-3.808612823486328125e-01,-2.565402351319789886e-02,9.129753112792968750e-01,-6.906872391700744629e-01,1.008000746369361877e-01,6.029426455497741699e-01,-1.495530962944030762e+00,1.427270919084548950e-01,4.904236495494842529e-01,-1.672760844230651855e+00,1.563274264335632324e-01,5.807045698165893555e-01,-1.624302506446838379e+00,1.499406397342681885e-01,6.097719073295593262e-01,-1.494428634643554688e+00
7.697666436433792114e-02,5.671778917312622070e-01,-3.809970021247863770e-01,-2.560000866651535034e-02,9.141624569892883301e-01,-6.905905604362487793e-01,1.008442193269729614e-01,6.029062867164611816e-01,-1.495401382446289062e+00,1.427699029445648193e-01,4.916975200176239014e-01,-1.672908425331115723e+00,1.563725918531417847e-01,5.802324414253234863e-01,-1.623630523681640625e+00,1.500511765480041504e-01,6.098079681396484375e-01,-1.493939280509948730e+00
7.696104794740676880e-02,5.669453144073486328e-01,-3.811330497264862061e-01,-2.554393745958805084e-02,9.153274297714233398e-01,-6.904940009117126465e-01,1.008894890546798706e-01,6.028681993484497070e-01,-1.495267033576965332e+00,1.428140550851821899e-01,4.929562211036682129e-01,-1.673053622245788574e+00,1.564191132783889771e-01,5.797591209411621094e-01,-1.622946023941040039e+00,1.501646190881729126e-01,6.098412871360778809e-01,-1.493443131446838379e+00
7.694812864065170288e-02,5.667093992233276367e-01,-3.812694251537322998e-01,-2.548575587570667267e-02,9.164701700210571289e-01,-6.903977394104003906e-01,1.009359061717987061e-01,6.028282642364501953e-01,-1.495127677917480469e+00,1.428596079349517822e-01,4.941999018192291260e-01,-1.673196792602539062e+00,1.564670354127883911e-01,5.792846083641052246e-01,-1.622248888015747070e+00,1.502810269594192505e-01,6.098719239234924316e-01,-1.492940187454223633e+00
7.693802565336227417e-02,5.664700269699096680e-01,-3.814061582088470459e-01,-2.542540803551673889e-02,9.175909161567687988e-01,-6.903017163276672363e-01,1.009834557771682739e-01,6.027866601943969727e-01,-1.494983196258544922e+00,1.429065614938735962e-01,4.954285025596618652e-01,-1.673337459564208984e+00,1.565163731575012207e-01,5.788089036941528320e-01,-1.621538996696472168e+00,1.504004299640655518e-01,6.098999977111816406e-01,-1.492430567741394043e+00
7.693087309598922729e-02,5.662271976470947266e-01,-3.815431892871856689e-01,-2.536283805966377258e-02,9.186896681785583496e-01,-6.902058124542236328e-01,1.010321676731109619e-01,6.027433276176452637e-01,-1.494833588600158691e+00,1.429549902677536011e-01,4.966420531272888184e-01,-1.673475980758666992e+00,1.565671712160110474e-01,5.783320069313049316e-01,-1.620816230773925781e+00,1.505228877067565918e-01,6.099253296852111816e-01,-1.491914033889770508e+00
7.692679762840270996e-02,5.659808516502380371e-01,-3.816805779933929443e-01,-2.529798448085784912e-02,9.197665452957153320e-01,-6.901100873947143555e-01,1.010820493102073669e-01,6.026982665061950684e-01,-1.494678854942321777e+00,1.430048942565917969e-01,4.978406429290771484e-01,-1.673612117767333984e+00,1.566194444894790649e-01,5.778539776802062988e-01,-1.620080232620239258e+00,1.506484597921371460e-01,6.099481582641601562e-01,-1.491390705108642578e+00
7.692593336105346680e-02,5.657309293746948242e-01,-3.818183243274688721e-01,-2.523080073297023773e-02,9.208217859268188477e-01,-6.900146603584289551e-01,1.011330932378768921e-01,6.026513576507568359e-01,-1.494518756866455078e+00,1.430563330650329590e-01,4.990240931510925293e-01,-1.673745632171630859e+00,1.566732674837112427e-01,5.773746967315673828e-01,-1.619331240653991699e+00,1.507771462202072144e-01,6.099683046340942383e-01,-1.490860342979431152e+00
7.692840695381164551e-02,5.654774308204650879e-01,-3.819564580917358398e-01,-2.516121789813041687e-02,9.218555092811584473e-01,-6.899194121360778809e-01,1.011853143572807312e-01,6.026027202606201172e-01,-1.494353294372558594e+00,1.431093066930770874e-01,5.001926422119140625e-01,-1.673876762390136719e+00,1.567286550998687744e-01,5.768941640853881836e-01,-1.618569016456604004e+00,1.509090512990951538e-01,6.099858880043029785e-01,-1.490323185920715332e+00
7.693437486886978149e-02,5.652202367782592773e-01,-3.820949792861938477e-01,-2.508918009698390961e-02,9.228677153587341309e-01,-6.898244023323059082e-01,1.012387052178382874e-01,6.025524139404296875e-01,-1.494182348251342773e+00,1.431638747453689575e-01,5.013461709022521973e-01,-1.674005389213562012e+00,1.567856520414352417e-01,5.764126181602478027e-01,-1.617793202400207520e+00,1.510441750288009644e-01,6.100009083747863770e-01,-1.489778995513916016e+00
7.694394886493682861e-02,5.649594068527221680e-01,-3.822338581085205078e-01,-2.501462399959564209e-02,9.238585233688354492e-01,-6.897296309471130371e-01,1.012932807207107544e-01,6.025002002716064453e-01,-1.494005918502807617e+00,1.432200670242309570e-01,5.024847984313964844e-01,-1.674131155014038086e+00,1.568442881107330322e-01,5.759297013282775879e-01,-1.617003798484802246e+00,1.511825919151306152e-01,6.100134253501892090e-01,-1.489227890968322754e+00
