-3.913941234350204468e-02,4.423515498638153076e-01,-4.530821144580841064e-01,4.609258472919464111e-02,7.145684957504272461e-01,-9.166815876960754395e-01,-1.207625046372413635e-01,4.888470470905303955e-01,-1.172127366065979004e+00,8.872105926275253296e-02,5.810195207595825195e-01,-1.426489353179931641e+00,2.566917538642883301e-01,4.136748611927032471e-01,-1.056394457817077637e+00,1.664828956127166748e-01,-1.262152008712291718e-02,-1.041283130645751953e+00
-4.099554568529129028e-02,4.426415562629699707e-01,-4.531790018081665039e-01,4.496654495596885681e-02,7.145177721977233887e-01,-9.150871634483337402e-01,-1.189189329743385315e-01,4.831125140190124512e-01,-1.177903890609741211e+00,9.191489219665527344e-02,5.776054859161376953e-01,-1.428828954696655273e+00,2.586723864078521729e-01,4.138111770153045654e-01,-1.061805844306945801e+00,1.693216711282730103e-01,-1.044025644659996033e-02,-1.046644330024719238e+00
-4.285660758614540100e-02,4.429426789283752441e-01,-4.532756507396697998e-01,4.383143782615661621e-02,7.144646644592285156e-01,-9.134920239448547363e-01,-1.170426830649375916e-01,4.773958325386047363e-01,-1.183733582496643066e+00,9.509789198637008667e-02,5.742083191871643066e-01,-1.431157231330871582e+00,2.605904638767242432e-01,4.139442145824432373e-01,-1.067278385162353516e+00,1.721301674842834473e-01,-8.253476582467556000e-03,-1.052049875259399414e+00
-4.472197964787483215e-02,4.432548880577087402e-01,-4.533719122409820557e-01,4.268720746040344238e-02,7.144090533256530762e-01,-9.118960499763488770e-01,-1.151330769062042236e-01,4.716996848583221436e-01,-1.189614892005920410e+00,9.826847910881042480e-02,5.708285570144653320e-01,-1.433474063873291016e+00,2.624458372592926025e-01,4.140736460685729980e-01,-1.072811484336853027e+00,1.749070584774017334e-01,-6.061601918190717697e-03,-1.057499527931213379e+00
-4.659093171358108521e-02,4.435783028602600098e-01,-4.534678757190704346e-01,4.153424501419067383e-02,7.143508791923522949e-01,-9.102994799613952637e-01,-1.131896898150444031e-01,4.660273492336273193e-01,-1.195546269416809082e+00,1.014253422617912292e-01,5.674669146537780762e-01,-1.435779213905334473e+00,2.642389237880706787e-01,4.141996800899505615e-01,-1.078404903411865234e+00,1.776514500379562378e-01,-3.864421974867582321e-03,-1.062992334365844727e+00
-4.846285283565521240e-02,4.439128339290618896e-01,-4.535634517669677734e-01,4.037278518080711365e-02,7.142900824546813965e-01,-9.087024331092834473e-01,-1.112120524048805237e-01,4.603817462921142578e-01,-1.201526403427124023e+00,1.045670360326766968e-01,5.641242265701293945e-01,-1.438072562217712402e+00,2.659697532653808594e-01,4.143221974372863770e-01,-1.084058403968811035e+00,1.803621649742126465e-01,-1.662328373640775681e-03,-1.068527698516845703e+00
-5.033709853887557983e-02,4.442584812641143799e-01,-4.536586999893188477e-01,3.920292854309082031e-02,7.142263650894165039e-01,-9.071049690246582031e-01,-1.091996431350708008e-01,4.547658860683441162e-01,-1.207553386688232422e+00,1.076921746134757996e-01,5.608007311820983887e-01,-1.440353870391845703e+00,2.676385343074798584e-01,4.144412875175476074e-01,-1.089771747589111328e+00,1.830381006002426147e-01,5.447089206427335739e-04,-1.074104666709899902e+00
-5.221293866634368896e-02,4.446151852607727051e-01,-4.537535309791564941e-01,3.802489861845970154e-02,7.141599059104919434e-01,-9.055070877075195312e-01,-1.071519032120704651e-01,4.491826593875885010e-01,-1.213625311851501465e+00,1.107992753386497498e-01,5.574974417686462402e-01,-1.442622900009155273e+00,2.692455053329467773e-01,4.145568311214447021e-01,-1.095544219017028809e+00,1.856783181428909302e-01,2.756539033725857735e-03,-1.079722642898559570e+00
-5.408971011638641357e-02,4.449829161167144775e-01,-4.538479745388031006e-01,3.683908656239509583e-02,7.140904068946838379e-01,-9.039089679718017578e-01,-1.050683930516242981e-01,4.436350464820861816e-01,-1.219740390777587891e+00,1.138871461153030396e-01,5.542148947715759277e-01,-1.444879531860351562e+00,2.707910239696502686e-01,4.146689176559448242e-01,-1.101375341415405273e+00,1.882818341255187988e-01,4.972951021045446396e-03,-1.085380554199218750e+00
-5.596676096320152283e-02,4.453615844249725342e-01,-4.539420306682586670e-01,3.564558923244476318e-02,7.140178084373474121e-01,-9.023106098175048828e-01,-1.029486432671546936e-01,4.381258189678192139e-01,-1.225896239280700684e+00,1.169541850686073303e-01,5.509536862373352051e-01,-1.447123646736145020e+00,2.722752988338470459e-01,4.147774875164031982e-01,-1.107264637947082520e+00,1.908477395772933960e-01,7.194005418568849564e-03,-1.091077566146850586e+00
-5.784340947866439819e-02,4.457511603832244873e-01,-4.540356397628784180e-01,3.444467857480049133e-02,7.139419913291931152e-01,-9.007122516632080078e-01,-1.007921323180198669e-01,4.326577186584472656e-01,-1.232091188430786133e+00,1.199991330504417419e-01,5.477144122123718262e-01,-1.449355125427246094e+00,2.736986577510833740e-01,4.148824512958526611e-01,-1.113211512565612793e+00,1.933750212192535400e-01,9.419521316885948181e-03,-1.096812725067138672e+00
